Artist,Song Title,Year,Tempo,Genre
AndrA(c) Verchuren,0,0,123.249,chanson
Johnny Osbourne,0,0,91.775,roots reggae
Andreas Dorau,0,2005,118.975,tech house
The Roots,0,0,183.486,funk
The Merry Macs,0,0,79.821,big band
Ashtrax,0,2002,123.013,progressive house
D.O.W.N.,0,0,129.986,southern rock
Tito Rodriguez,0,2001,103.166,mambo
SNAP!,0,0,150.037,pop rap
California Oranges,0,0,176.02,twee pop
Anna Vissi,0,0,166.891,british pop
The Berzerker,0,2002,227.25,speedcore
Ada Jane,0,0,61.198,orchestra
Flora Purim,0,1994,75.297,latin jazz
Virgil Moorefield,0,1995,45.13,experimental rock
Ice_ Lucky Luciano_ Filero,0,0,163.006,dub
GG Allin,0,0,99.572,shock rock
Dallas Holm,0,0,93.553,ccm
Styles P,0,0,105.532,rap
The Game feat. Jim Jones Camron & Bezell,0,0,69.555,gangster rap
Simple Minds,0,0,128.607,new wave
Petra,0,0,105.498,ccm
Alexander O'Neal,0,2008,95.924,dance pop
Bionikworld,0,0,126.089,melbourne
Jean Segurel,0,0,214.324,chanson
Photek,124,1997,161.772,jungle music
Ashes to Ashes,0,0,84.001,avantgarde metal
Band Of Horses,0,0,111.963,folk-pop
Bill Murk,0,0,126.884,hard house
Don & Juan,0,1995,141.469,doo-wop
Simple Minds,0,1983,106.136,new wave
Edmundo Ros,0,0,191.863,samba
Noemi,0,2010,144.052,musica
Frederik,0,0,103.063,tech house
Cocoa Tea,0,1992,115.862,dancehall
James Taylor,0,0,100.075,folk-pop
Selena,0,0,90.103,tejano
Dave Eggar,0,1998,117.298,new age
This Is Hell,0,2008,83.335,post-hardcore
Donna The Buffalo,0,0,172.076,zydeco
Soulwax,0,1996,96.02,dance rock
Mae West,0,2006,101.276,modern rock
Mayday,0,0,178.719,folk-pop
Aerosmith,0,1993,101.66,blues-rock
Sister Hazel,0,0,195.633,post-grunge
David Andreu,0,0,222.02,rumba
SNAP!,0,1996,121.102,pop rap
Irwin Goodman,0,1978,151.004,german pop
Rise Against,0,2001,155.411,hardcore punk
Rishi Rich,0,2006,95.985,bhangra
Lizzy Borden,0,2000,186.075,heavy metal
Eliane Elias,0,1995,176.138,brazilian jazz
Clay Crosse,0,1998,134.864,ccm
Mikey General,0,0,87.858,dancehall
Snowgoons,0,2008,104.705,los angeles
Gorillaz,0,2005,154.873,hip hop
Hef feat. Big2 & Dio,0,2009,102.374,screamo
All Girl Summer Fun Band,0,2008,139.967,pop rock
Sergio Franchi,0,0,118.137,ballad
2 Minutos,0,1999,97.546,skate punk
Carolyn Arends,0,0,106.963,ccm
The Strokes,0,2003,104.208,indie rock
EPMD / Nocturnal,0,1997,180.823,hip hop
Steve Smith,0,0,138.39,jazz funk
Sugar Minott,0,1979,164.93,roots reggae
Jacques Dutronc,0,1969,126.968,chanson
Juan Carlos Baglietto,0,0,93.008,tango
Natassa Theodoridou,0,0,178.021,pop folk
The Sonics,0,1996,158.84,rock 'n roll
Lisa Lisa & Cult Jam,0,1997,107.778,freestyle
Nick Ingman,0,0,115.124,jazz funk
Britney Spears,0,2004,110.993,dance pop
Tony Joe White,0,0,126.241,country rock
DJ Phiene,0,0,165.023,ghetto tech
Gary Moore,0,0,110.768,blues-rock
D:Fuse vs The Scumfrog,0,0,130.018,progressive house
Pat Travers,0,0,182.949,blues-rock
Halfway to Gone,0,2004,141.63,southern rock
Kuba,0,0,90.777,easy listening
Shawn Colvin,0,1989,167.772,country rock
John Sebastian,0,0,91.802,folk rock
Loketo,0,0,114.888,soukous
John Frizzell,0,2009,91.434,soundtrack
Cockney Rejects,0,1997,92.957,oi
Esa Pakarinen,0,1990,178.936,oldies
New Roanoke Jug Band,0,0,92.932,jug band
Nickelback featuring Kid Rock,0,2003,156.005,alternative metal
SKYCLAD,0,1994,167.504,folk rock
Loudermilk,0,2002,112.398,post-grunge
Billie Jo Spears,0,1976,119.053,classic country
Jazz Crusaders,0,0,93.368,jazz funk
Esion Jim,0,0,96.002,downtempo
Joe Grushecky,0,0,85.312,heartland rock
Mariano Yanani,0,0,68.311,lullaby
Les Ogres De Barback,0,0,86.092,chanson
UFO,0,0,86.595,heavy metal
Gene Simmons,0,1987,96.737,hard rock
Crematorium,0,0,86.633,death core
Los Fabulosos,0,0,83.741,ska
Geoff Muldaur,0,2008,82.759,samba
Drag-On / DMX,0,0,102.889,rap
Memphis Sheiks,0,0,173.661,country blues
Don Gibson,0,1960,87.806,country rock
John Mayall & The Bluesbreakers,0,2010,89.949,blues-rock
Take It Back!,0,2008,135.264,melodic hardcore
Tony Murena,0,0,213.995,chanson
Fever Ray,0,2009,122.984,electronic
Philip Bailey,0,1998,160.313,jazz funk
Neviss,0,2003,94.318,british pop
Chris Brown,0,0,131.953,r&b
Sneaky Sound System,0,2008,130.053,alternative dance
Little Eva,0,2000,84.758,pop rock
Thrilla U,0,0,92.017,lovers rock
Daft Punk,0,1995,111.201,techno
Joi,0,0,159.991,breakbeat
Joy Division,0,0,157.103,alternative
Janis Joplin,0,1988,123.293,blues-rock
Claire Hamill,0,0,111.856,new age
The Tokens,0,1994,101.809,doo-wop
Bob Neuwirth,0,0,103.327,singer-songwriter
Shriekback,0,2005,84.983,alternative dance
The Marx Brothers,0,0,94.547,vaudeville
Marcelo Radulovich,0,0,144.902,experimental pop
Nikos Xilouris,0,0,106.435,greek
Kapelle Herrenweide,0,2009,96.596,humppa
Steel Pulse,0,1997,168.242,roots reggae
The Box Tops,0,1967,110.771,blue-eyed soul
Gal Costa,0,0,177.281,brazilian pop music
Percy Faith,0,0,89.924,instrumental pop
Daddy Yankee,0,2010,93.029,reggaeton
The Shirrows,0,0,173.776,freakbeat
Busta Rhymes,0,2001,106.961,hip hop
John Cephas & Phil Wiggins,0,0,101.863,piedmont blues
Mazz,0,0,104.055,tejano
Mississippi Fred McDowell,0,1999,69.347,delta blues
Loudon Wainwright III,0,1994,193.637,modern rock
Cancer Bats,0,2009,110.096,southern rock
Russ Taff,0,1998,124.343,ccm
Electric Light Orchestra,0,0,92.502,art rock
To My Surprise,0,2003,149.654,experimental rock
The Del McCoury Band,0,0,163.92,bluegrass
Sly Dunbar,0,0,88.489,lovers rock
Cockney Rejects,0,1997,138.836,oi
Orquesta Broadway,0,1981,115.521,charanga
Sophie Tucker,0,0,135.021,vaudeville
Perrocker,0,0,125.226,alternative
Terry Muska,0,0,72.582,classical
Why?,0,0,119.983,hip hop
Florida Boys,0,0,96.622,southern gospel
HardNox,0,0,125.077,alternative hip hop
The Stooges,0,0,67.03,experimental rock
Quadro Nuevo,0,2002,188.626,tango
Kanye West / Lupe Fiasco,0,2010,106.825,hip hop
Headhunter,0,0,141.36,dubstep
Sister Rosetta Tharpe,0,0,100.399,religious music
Billy Price_ Fred Chapellier,0,0,106.492,blues-rock
DMZ,0,0,101.926,dubstep
Philip Glass,0,0,176.122,chamber music
Agnostic Front,0,2007,185.453,hardcore punk
Bob Dylan,0,1997,94.161,blues-rock
Frank Chacksfield & His Orchestra,0,2001,151.195,space age pop
Frl.Menke,0,0,90.954,german pop
The Rance Allen Group,0,0,105.994,jazz funk
Ramy Ayach,0,0,88.015,pop folk
Snow Patrol,0,2003,74.576,indie rock
Theodor Zox,0,0,83.991,tech house
Flowin Immo et Les Freaqz,0,2009,83.321,hip hop
Everly Brothers,0,0,82.461,rock 'n roll
Rise Against,0,2006,209.141,hardcore punk
Refractory,0,0,123.96,vocal jazz
Luis Alberto Spinetta,0,2001,196.52,rock 'n roll
Koffi Olomide,0,0,89.92,zouk
Eason Chan,0,0,101.37,cantonese pop
Various Production,0,2008,145.064,grime
Sex Pistols,0,2004,152.899,punk
Open Hand,0,1999,86.308,post-grunge
Lesley Gore,0,1963,129.161,brill building pop
Gene Pitney,0,0,79.112,brill building pop
Inspiral Carpets,0,1999,150.226,indie rock
Ennio Morricone,0,1983,87.153,easy listening
Johnny Daye,0,0,118.563,blue-eyed soul
Stephen Warbeck,0,2003,116.259,soundtrack
An Cafe,0,0,148.991,dance rock
The Wreckers,0,2007,152.208,country music
Charlie McCoy,0,1991,113.293,country gospel
Gal Costa,0,1980,118.047,brazilian pop music
Enuff Z Nuff,0,0,158.795,power pop
Gershon Kingsley,0,1969,130.831,space age pop
Winifred Phillips,0,2009,130.195,game
Harry Lauder,0,0,162.993,vaudeville
Kenny Rogers,0,1993,187.128,country rock
Zombina & The Skeletones,0,2006,94.754,psychobilly
MxPx,0,2004,87.779,christian rock
Bad Company,0,1974,102.984,blues-rock
Cannon's Jug Stompers,0,0,139.606,jug band
Tyrone Davis,0,0,84.955,chicago soul
Zumpano,0,1995,159.784,power pop
30 Seconds To Mars,0,2002,121.518,rock
Birmingham Jubilee Singers,0,0,150.405,gospel
Ill Harmonics,0,0,180.415,hip hop
Thrice,0,2008,143.59,post-hardcore
Davol,0,0,102.015,new age
Who Made Who,0,2004,132.974,disco
Shelby Flint,0,0,35.691,glam rock
Aimable,0,0,106.953,chanson
K.I.Z.,0,2005,151.488,hip hop
Orquesta Sublime,0,0,101.345,salsa
Pelle Carlberg,0,2007,169.994,twee pop
Out Of The Grey,0,1995,87.76,ccm
Snow Patrol,0,2009,114.954,indie rock
Dart,0,2002,148.027,post-grunge
Milieu,0,2007,87.003,downtempo
DJ Nasty,0,0,149.984,bass music
GA1/4nter Noris,0,1985,124.394,beat
Jeff And Sheri Easter,0,0,180.073,southern gospel
Plies,0,2007,110.933,gangster rap
React,0,0,134.648,happy hardcore
ZENFU,0,0,143.126,glam
Los Amigos Invisibles,0,1998,142.453,funk rock
Korpiklaani,0,2009,99.995,folk rock
Brian Dullaghan,0,0,90.255,irish folk
Salt The Wound,0,2009,174.424,death core
Winston Reedy,0,0,130.812,lovers rock
Eminem,0,2000,174.731,hip hop
Fergie,0,0,129.997,pop rap
Johnny Cash,0,0,110.43,honky tonk
Flink,0,0,147.934,alternative rock
Seal,0,0,117.988,dance pop
Daniel Paul,0,0,120.04,kirtan
Maximilian Hecker,0,2005,243.981,chamber pop
Albert Collins,0,1993,94.557,texas blues
Daddy Yankee,0,2007,91.026,reggaeton
Hacken Lee,0,0,124.984,cantonese pop
Jimmy Riley,0,0,159.943,roots reggae
The Cortinas,0,1978,134.985,new wave
Masta Ace Incorporated,0,1995,88.12,bass music
Hot Tuna,0,2004,138.512,blues-rock
Abijah,0,2003,81.025,roots reggae
The Misfits,0,1997,212.293,horror punk
Dickies,0,0,104.231,peace punk
Pee Wee Crayton,0,0,116.461,texas blues
Tito Allen,0,0,183.636,salsa
Audio Adrenaline,0,1997,108.351,ccm
Jessie Lee Miller,0,2005,188.979,rockabilly
David & Steve Gordon,0,0,131.991,meditation
Billy May & His Orchestra,0,0,103.532,space age pop
Kiss,0,0,99.761,hard rock
Cool cavemen,0,0,93.715,funk rock
Philippe Sarde,0,0,137.658,smooth jazz
Back Door Slam,0,2007,92.971,blues-rock
UFO,0,0,131.5,heavy metal
Sister Rosetta Tharpe & Marie,0,2004,80.893,religious music
Phil Collins,0,1981,100.042,soft rock
Alain-FranASSois,0,0,107.986,french pop
Oasis,0,0,100.146,british pop
John Cale,0,1973,110.1,experimental rock
Stevie Ray Vaughan And Double Trouble,0,1985,121.616,texas blues
David Arkenstone,0,2009,108.014,celtic
Jeff Massanari Trio,0,0,183.801,guitarist
Camp Lo,0,0,196.45,pop rap
David Johansen,0,1979,87.373,pop rock
Bill Engvall,0,1998,112.964,comedy
The Almost,0,2009,136.147,post-hardcore
FranASSoise Hardy - Maurane,0,0,105.156,chanson
Kitty Kallen,0,0,94.064,cool jazz
Peggy Zina,0,0,107.55,modern laika
Tshala Muana,0,2001,137.349,world beat
The Sensational Alex Harvey Band,0,1975,90.689,glam rock
Chucho ValdA(c)s,0,0,80.789,bossa nova
New Order,0,1989,146.29,alternative dance
Belami,0,0,140.077,neue deutsche welle
Extreme,0,0,146.022,funk metal
Bobby Pulido,0,0,195.109,tejano
Kari Tapio,0,0,115.879,german pop
Bruce Rowland,0,0,235.318,easy listening
Redman,0,1998,113.312,hip hop
Panic At The Disco,0,0,153.069,pop punk
Pumpkin Buzzard,0,0,120.398,happy hardcore
Christos Dantis,0,0,131.404,pop rock
Janina,0,0,141.053,easy listening
Mat Maneri,0,0,144.184,free jazz
William Goldstein,0,0,89.102,disco
The Marx Brothers,0,0,60.778,vaudeville
Descendents,0,1982,203.29,hardcore punk
Fast Eddie featuring Kool Rock,0,0,125.86,hip house
Barbarito Diez,0,0,65.914,charanga
CoCo Lee,0,0,100.82,dance pop
Daniela DessA!,0,0,179.998,opera
Doniki,0,0,175.202,roots reggae
Hushabye Baby,0,0,69.995,country
Tim Exile,0,2006,124.429,breakcore
Life Long Tragedy,0,2008,86.435,melodic hardcore
The Jam,0,1977,159.849,british pop
Murskahumppa,0,0,136.579,suomi rock
Leon Russell,0,0,120.427,blues-rock
Ill Nino,0,0,109.441,alternative metal
Jimmy Wayne,0,0,142.409,country
Ann Lee,0,2000,131.999,europop
Burt Bacharach,0,0,66.882,brill building pop
Willie Clayton,0,0,105.863,chicago soul
The Impressions,0,1963,121.896,chicago soul
Tanto Metro & Devonte,0,2004,104.465,dancehall
Dave Hollister,0,2008,117.936,motown
Casa Bulga,0,2003,0.0,tribal house
Nestor Torres,0,0,78.843,latin jazz
Debbie Davies,0,0,107.183,blues-rock
Naseebo Lal,0,0,151.983,italian disco
Bob Marley & The Wailers,0,2001,152.99,reggae
Alvin Youngblood Hart,0,0,111.523,blues-rock
Domna Kountouri,0,0,99.98,greek
Sonora Carruseles,0,1999,108.292,salsa
The Starting Line,0,2002,142.069,pop punk
L.A.V.I,0,0,0.0,progressive trance
Gonzalo Rubalcaba,0,0,70.256,latin jazz
Dezz White,0,0,59.021,stand-up comedy
Carl Belew,0,1959,117.867,rockabilly
TEN MADISON,0,2006,190.038,downtempo
Shakira,0,1998,123.861,dance pop
David Taylor,0,0,144.252,modern rock
Anne Dudley,0,2006,118.326,trip hop
Roger Williams,0,0,100.366,instrumental pop
Grizzly Bear,0,2006,169.038,folk-pop
George Jones,0,0,131.45,honky tonk
This Moment In Black History,0,0,156.408,math rock
Joselito,0,0,96.096,chanson
UK Subs,0,1999,199.379,oi
Seatrain,0,1973,107.836,jazz funk
SOJA,0,0,102.581,roots reggae
Julie Roberts,0,2004,139.99,alternative country
Nirvana,0,0,130.339,grunge
Imiskoubria,0,0,97.039,reggae
Natalie Cole,0,1985,115.45,vocal jazz
Teena Marie,0,1983,97.396,disco
Wilks,0,0,174.014,hip hop
Chaka Demus & Pliers,0,0,95.044,dancehall
Deodato,0,0,110.909,jazz funk
Christian Quast,0,0,126.914,tech house
Pearl Jam,0,1998,117.946,grunge
Los AutA(c)nticos Decadentes,0,1991,136.835,cumbia
Little Feat,0,0,93.42,blues-rock
Dead Kennedys,0,1982,92.897,rock
Brand X,0,0,99.024,jazz fusion
Julie Zenatti,0,2004,80.084,chanson
Mistress,0,2005,146.331,hip hop
Inoki,0,0,87.999,pop rap
Orlando Pops Orchestra,0,0,120.382,orchestra
Atreyu,0,2004,157.715,post-hardcore
The Baltimore Consort,0,0,54.874,early music
Brigada Victor Jara,0,1998,86.981,free improvisation
I Hate Sally,0,2007,77.15,post-hardcore
Amorphis,0,0,175.673,progressive metal
RaphaA<<l,0,2008,124.059,chanson
MAY=negarm,0,2007,163.086,viking metal
Liquid Gang,0,0,143.963,nu metal
Ernest Ranglin / Floyd Lloyd,0,0,127.07,jazz funk
Crematorium,0,0,122.186,death core
Britney Spears,3,2009,131.999,dance pop
Danny Elfman,0,2002,86.901,soundtrack
Franco,0,0,89.984,soukous
Ziggy Marley And The Melody Makers,0,0,110.873,reggae
Junior Kimbrough,0,1997,129.584,delta blues
Tim Wilson,0,1999,88.576,filk
BoDeans,0,1986,156.285,roots rock
Otis Spann,0,1995,63.255,piano blues
Capleton,0,0,137.425,dancehall
Radiohead,0,2007,188.91,british pop
Van Halen,0,1998,87.899,heavy metal
Danny Wilson,0,0,92.591,british pop
Kisha,0,0,152.792,soft rock
DJ Vix,0,0,195.755,bhangra
Bon Jovi,0,1986,139.95,rock
Al Dexter,0,0,102.707,honky tonk
Kashief Lindo,0,0,86.481,lovers rock
Bongzilla,0,2005,97.265,stoner metal
John Tchicai,0,0,154.731,free jazz
John Holt,0,0,131.297,lovers rock
The Chap,0,2003,123.007,future jazz
Dave Brockie Experience,0,2001,99.959,shock rock
R. Carlos Nakai,0,1982,104.989,chamber jazz
Spoonie Gee,0,0,135.503,hip hop
Shadows Fall,0,2004,84.992,power metal
Vanessa Daou,0,0,79.96,chill-out
Linkin Park,0,2000,105.095,rap metal
Koffi OlomidA(c),0,0,89.572,zouk
Harry Lauder,0,0,101.029,vaudeville
Aceyalone,0,2007,129.956,hip hop
Thrice,0,2005,137.913,post-hardcore
Herbert von Karajan and Turin RAI Symphony Orchestra,0,0,92.731,opera
Joi,0,0,120.006,breakbeat
Lonnie Johnson,0,0,90.814,jazz blues
The Dils,0,0,163.024,country rock
Flora Purim,0,1994,173.649,latin jazz
The Knightsbridge Strings,0,0,75.064,german pop
Kenny Neal,0,0,107.008,swamp blues
Alvin Youngblood Hart,0,0,112.717,blues-rock
Los Solitarios,0,0,129.493,screamo
Tech N9ne,0,2006,177.942,gangster rap
The Rodeo,0,0,130.203,tejano
Mustafa Sandal / GA1/4lcan,0,0,50.499,eurodance
Kristine W.,0,2004,129.976,progressive house
Cracker,0,1998,107.848,roots rock
Al Di Meola,0,1983,110.096,latin jazz
SNAP!,0,1996,131.977,pop rap
Juelz Santana / Freekey Zeekey / Monique Garnett,0,2003,196.482,rap
Chris Clark,0,0,102.093,motown
Los Chunguitos,0,0,128.176,flamenco
Mance Lipscomb,0,1993,161.7,texas blues
LeA3n Gieco,0,2002,163.773,folk rock
Java,0,0,183.881,musette
Harald Kloser / Thomas Wander / Thomas Schobel,0,0,119.787,big beat
The Elders,0,0,151.726,celtic rock
Singing Melody,0,0,162.389,dancehall
Bela Fleck And The Flecktones,0,0,95.523,bluegrass
Los Chichos,0,1987,100.232,flamenco
ARRESTED DEVELOPMENT,0,2006,177.886,hip hop
Jane's Addiction,0,1990,92.729,alternative metal
Atienne Daho,0,0,132.794,chanson
Markscheider Kunst,0,0,140.033,ska punk
In Extremo,0,2008,146.103,heavy metal
Bitty McLean,0,0,181.187,lovers rock
Tom Cochrane,0,0,80.63,heartland rock
DJ Omega,0,0,155.023,detroit techno
Steel Pulse,0,1997,156.084,roots reggae
Edouard Duleu,0,0,230.187,musette
The Moody Blues,0,1968,115.514,british invasion
Jope Ruonansuu,0,2009,111.004,parody
Virgil Moorefield,0,1994,123.004,experimental rock
Trafik,0,0,127.984,progressive house
Nicole C. Mullen,0,0,124.228,ccm
Orquestra,0,1967,104.752,orchestra
Fiona,0,0,66.201,chinese music
Hatiras,0,2002,131.999,tech house
Eddie Palmieri,0,1973,153.309,salsa
HA-ASH,0,2005,136.945,pop rock
William Orbit,0,2000,131.281,progressive house
Felix Slatkin/Concert Arts Symphonic Band,0,0,124.056,exotica
Jongo Trio,0,0,144.581,bossa nova
Chris Brown,0,0,85.322,r&b
George Nooks,0,0,152.172,dancehall
Energy,0,0,87.512,zouk
Maurane,0,1995,130.993,chanson
Zagar feat. Underground Divas,0,0,130.002,future jazz
The Vaughan Brothers,0,1990,141.602,blues-rock
Mariano Yanani,0,2005,85.024,lullaby
Thrice,0,2002,114.179,post-hardcore
Nikki Fletcher / Tim Hughes / Various Artists,0,0,163.987,modern rock
Bob Dylan,0,1975,136.842,blues-rock
Black Tambourine,0,2010,131.388,noise pop
Small Faces,0,1966,116.664,rock 'n roll
Esa Pakarinen,0,1990,156.32,oldies
Ann Hampton Callaway,0,0,98.501,vocal jazz
Busta Rhymes,0,2000,90.032,hip hop
Black Sheep,0,0,89.145,reggae
Dj Kun,0,0,199.955,chill-out
Sammi Cheng,0,0,104.25,cantonese pop
FSTZ,0,0,140.007,dubstep
Patrick Samson,0,0,116.243,freakbeat
M83,0,2001,90.264,shoegaze
Ken Chu,0,0,140.082,chinese music
Kooii,0,2005,112.93,latin jazz
Rene Touzet,0,0,111.493,exotica
Junior Kimbrough,0,1998,83.706,delta blues
Alicia Keys,0,2003,118.273,neo soul
Amorphis,0,2001,108.039,progressive metal
"MichA""le Arnaud",0,1996,95.264,chanson
Lost Boyz,0,1997,98.431,gangster rap
Epitaph,0,0,141.192,kraut rock
Shanadoo,0,2006,137.923,europop
Moss,0,0,115.091,future jazz
Pietari Inkinen,0,0,61.78,hip hop
Irma Thomas,0,2001,112.109,delta blues
"MichA""le Bernard",0,2002,85.435,chanson
Arkona,0,0,160.059,black metal
Jimi Hendrix,0,1989,146.77,blues-rock
Aftermath,0,0,87.006,gabba
Willy DeVille,0,1996,141.999,blues-rock
Anti-Flag,0,2009,152.273,oi
Polkaholix,0,2007,118.892,polka
David Tao,0,0,158.029,chinese music
Scott Wesley Brown,0,0,170.064,modern rock
Paramore,0,0,167.971,pop punk
Isabel Pantoja,0,0,98.739,flamenco
Generation X,0,0,131.635,punk
Billy Bragg,0,2006,83.481,urban folk
Ivan Parker,0,0,69.994,country gospel
DJ Harry,0,2004,122.829,trip hop
Chris Brown,0,0,89.966,r&b
Nestor Torres,0,0,150.028,latin jazz
Loudon Wainwright III,0,2009,151.294,modern rock
Michael Card,0,1985,99.644,ccm
20/20,0,0,134.173,power pop
Carl Davis,0,0,56.083,chicago soul
Sizzla,0,2006,189.263,dancehall
Francis Lai,0,1996,97.849,space age pop
Willie Clayton,0,0,90.963,chicago soul
Death From Above 1979,0,2004,91.879,indie rock
Tunsi,0,0,86.064,hip hop
Roger Williams,0,0,110.232,instrumental pop
Ian Moore,0,0,95.072,blues-rock
Sasha,0,0,94.08,progressive house
Rita Chiarelli,0,2006,90.637,blues
The Clark Sisters,0,0,144.215,ccm
089 Clique feat. Prophet,0,0,105.13,dirty south rap
Madilu System,0,0,140.08,congo
Helmet,0,1994,141.165,rapcore
Chris Eaton,0,1995,100.771,ccm
Chris Rodriguez,0,0,135.984,progressive house
James Darren,0,0,129.275,brill building pop
Olga TaA+-on,0,2002,120.01,merengue
The Robert Cray Band,0,1983,75.887,blues-rock
El Tiempo,0,0,191.964,los angeles
Pee Wee Crayton,0,0,157.204,texas blues
Palito Ortega,0,2004,152.249,latin pop
Soul Embraced,0,0,166.281,christian metal
Sportsguitar,0,1998,142.192,pop rock
True Believers,0,0,125.177,melodic hardcore
Killers,0,0,128.951,rock
The Strokes,0,2003,93.315,indie rock
Alicia Keys,0,2009,119.959,neo soul
3OH!3,0,2008,145.88,electro
Charlie Louvin,0,0,108.873,country gospel
Dave Hollister,0,2001,91.003,motown
Virtue,0,0,165.152,progressive house
Two Man Advantage,0,0,85.804,thrash core
Basement Jaxx,0,1999,126.8,progressive house
Alejandro Lerner,0,0,89.923,pop rock
Franco,0,0,126.037,soukous
Boyz II Men,0,2009,94.921,new jack swing
Lady Saw,0,0,86.535,dancehall
Coco Montoya,0,1995,155.577,blues-rock
UFO,0,0,142.981,heavy metal
Los Del Sol,0,0,116.878,americana
Liquid Stranger,0,2007,136.936,dub
MIMS,0,0,159.989,pop rap
Kristine W.,0,0,132.049,progressive house
VinAcius de Moraes,0,1965,62.776,brazilian pop music
Kim Wilson,0,2001,163.085,harmonica blues
Jamie Richards,0,0,115.079,honky tonk
Dark Fortress,0,2006,152.6,sympho black metal
Eldar,0,0,75.115,dark ambient
Silkie Ft. Harry Craze,0,2009,140.02,uk garage
The Ataris,0,2006,151.949,pop punk
Lou Busch,0,0,138.079,orchestra
Stefon Harris,0,1999,131.936,hard bop
Pablo Montero,0,0,96.107,ranchera
Yami Bolo,0,2001,139.037,roots reggae
Ray Barretto,0,1992,138.367,latin jazz
Michael Card,0,0,115.407,ccm
Roger Williams,0,0,103.465,instrumental pop
Broadcast,0,0,138.986,dream pop
Sundial Aeon,0,2007,90.009,downtempo
Noisettes,0,2006,119.501,soundtrack
The American Boychoir,0,0,72.788,j pop
David Bowie,0,1977,221.658,dance rock
Frank Chacksfield,0,0,69.782,space age pop
Anne Dudley,0,2000,137.699,trip hop
Gustavo Cerati,0,2006,125.987,electronica
Roger Clyne & The Peacemakers,0,2002,149.01,roots rock
Zuma,0,0,119.95,electro
